date,ABBV,ACN,ADI,AEE,AEP,AES,AIG,ALL,ANTM,AVY,AXP,BF_B,BLK,BXP,CAH,CMA,CNC,CNP,CTL,CVX,CXO,DISCK,DOW,DRI,DVN,ED,EFX,EMR,ENDP,ESRX,EXPD,EXR,FAST,FBHS,FIS,FL,FTV,GGP,GOOG,GOOGL,GWW,HBAN,HCN,HCP,HP,IRM,JCI,JEC,KO,KORS,KSS,LEN,LUK,MAR,MAT,MCO,MJN,MO,MON,MPC,MU,MYL,NDAQ,NEE,NEM,NLSN,NUE,NWS,NWSA,O,PAYX,PEG,PFG,PH,PM,R,RCL,REGN,RRC,SJM,SLG,SWK,SWKS,SWN,TIF,TJX,TRV,TSS,TXN,UHS,ULTA,UNM,V,VAR,VTR,WMB,WY,WYN,WYNN,XEC
2007-01-03,,29.351686977421,24.385335448512,31.719024716203,26.909419718608,16.859650455031,1100.4696207399,49.586414392372,69.630679817223,49.078474959536,50.484397102118,13.361004275509,118.90252261361,77.127735818482,37.304717013316,45.948890116711,12.315,10.32018426761,21.027624914426,48.433172200483,,,27.432632470664,25.375957853265,57.138813894839,27.901512907875,35.326923541996,31.541732119724,27.25,17.5675,36.763781555149,11.838177570273,14.07185647003,,19.437438231261,15.903016947122,,30.729365596716,,234.5189374934397,58.131032510934,17.628060816725,23.324704776116,20.057173382921,18.792898272518,15.841133381604,16.945705299305,39.81632773396,17.605447738364,,53.229951851688,45.265628573538,25.506434666363,38.948406840278,14.548334712579,60.381381061141,,11.403518166789,43.673296188418,,14.03,19.918497186066794,28.144051766249,38.705933607384,38.353760077991,,38.133044924088,,,15.509181622586,26.459633390591,21.752945709273,45.282837296104,41.986159218898,,42.211272879349,37.709500790873,19.81,24.995343261437,34.304597886339,104.25135059481,38.8175044035,6.9451996057597,16.435,32.214340033763,12.498469486877,41.44267616441765,20.058963173418,22.587476003203,26.348444475057,,17.023177424324,,47.24,22.014623294158,14.070187023307,19.63222446687,26.588333889186,60.82911458134,34.572694911497
2007-01-04,,30.013269806489,24.808588834798,31.625042420747,26.903139807355,16.86733489006,1090.7080052544,49.647182057069,69.345709647872,48.869415650807,50.116386255118,13.175714496591,120.18261036996,76.845619914426,37.269754766818,45.972182896425,12.41,10.338342949606,21.013199377097,47.96228465901,,,27.310013303921,25.143093160663,56.116904796504,27.855385174198,35.635956864657,31.541732119724,27.23,17.465,37.13326679691,11.972339323633,14.642073246224,,19.375215454357,15.931787669776,,30.853226763228,,242.37819827857666,57.950908184844,17.61338299756,23.584710774549,20.377870735114,18.727927146252,15.772033563145,17.134918429084,39.104085349651,17.612695761311,,53.706069489002,44.782842884624,25.337341065993,37.985803629397,14.592516206283,59.943461488598,,11.553789935488,42.921182535018,,13.79,20.23655702137325,28.94272205178,38.677834926,38.180213652299,,38.426914261118,,,15.626675422757,26.930804679663,21.684427356206,45.198867098826,41.647252582839,,42.761854699515,37.98703161546,20.18,24.859867146199,33.796639337515,104.58726727339,39.062120421797,7.0217307308921,16.57,31.944524495409,12.956209039064,,20.367681344613,23.014550129314,26.287070209123,,17.113247146146,,48.31,21.998857271269,14.031848639048,19.434548275687,26.319105592671,60.854388961554,34.148316496053
2007-01-05,,29.59372947586,24.526419910607,31.196248197732,26.400746907124,16.383215483193,1085.6746722698,49.510454811502,69.897839350989,48.530595391833,49.455639507095,13.00653687236,120.15194958537,75.496968275527,37.252273643569,45.459741742707,12.4,10.162809023646,20.98915681488,48.146545001325,,,27.051150618576,24.627014652734,57.544053709696,27.463299437944,35.088526407371,31.268456738842,28.7,17.215,36.754984287488,11.633740612772,14.22808024433,,19.308206309999,15.75916333385,,30.381374700323,,244.3492828277527,56.77191259589,17.451926986749,23.590127566184,20.383306283456,18.784776881735,15.674142153662,16.890054378782,38.500657774056,17.489479371211,,53.007763620942,44.398402428637,24.411776095546,37.105474197223,14.472595009086,59.059035685228,,11.487881265006,43.284563288908,,13.58,20.157042062546637,30.040893694384,38.165033990729,37.876507407337,,38.293973370557,,,15.156700222073,26.944266716494,21.195010548588,44.71031322375,41.751111068083,,41.987848372616,37.614099569921,20.8,25.4211253379,33.608764257813,103.1186083066,38.909235410362,6.4573136830411,16.775,31.486655703051,12.677205883445,40.56042311441884,20.035809310578,22.745651605467,26.046294242768,,16.883978763326,,47.99,21.725579541191,14.108525407567,19.372266735999,26.302788726216,61.214548879611,34.242622810596
2007-01-08,,30.02133788977,24.719482858738,31.225617665062,26.381907173366,16.152682432304,1091.0130557384,49.578818434285,70.316389287222,48.782908350643,49.924016948732,13.070985491115,122.36719127151,75.930463445173,37.380468547395,45.389863403564,12.485,10.065962719669,20.868944003799,48.760746142377,,,26.901282748113,24.36897539877,57.808340545473,27.422937670976,35.212139736435,31.577689406682,28.85,17.195,37.238834008841,11.518744824178,13.888293535228,,19.47094280344,15.831090140486,,30.682180390425,,242.53869371260626,57.328660512896,17.415232438837,23.69304660723,20.714874732334,18.890354961918,15.639592244433,17.179439165503,38.347327816322,17.60182372689,,52.571322453404,43.557997710898,24.385077106014,37.541525224374,14.65563262586,59.041862368658,,11.597289658006,42.718365370056,,13.74,20.524798747119725,30.89401877211,38.115861298306,37.173644383284,,39.147593825738,,,15.117535622016,26.991383845401,21.20479888474,44.794283421029,41.986159218898,,41.620793825839,37.978358777192,21.15,25.469509664771,33.302597461261,102.97018000676,38.763994649498,6.6103759333057,17.12,31.642004043316,12.594376821621,40.25859970257714,20.221040213296,22.856374527051,26.060457534907,,16.908543232914,,48.27,21.767622268895,14.201632912198,19.542863996883,26.327264025899,62.370851774426,34.4689579655
2007-01-09,,29.948725140238,24.682355368713,31.331347747449,26.633103623481,15.491821019755,1087.3524499313,49.320555859325,67.867426894367,49.064057076175,49.60618939905,13.097167742484,123.14137608223,76.893786044387,37.29306293115,45.296692284706,12.5,10.108332977659,20.777582267376,48.201140658308,,,26.833160988812,24.450792723198,57.83476922905,27.503661204911,35.079696883866,31.584880864074,29.48,16.515,36.394296313389,11.627351957851,14.267136187905,,19.614533827064,15.85986086314,,31.596393762304,,243.50166631678388,57.369597859735,17.400554619673,23.817632814813,20.823585699179,18.9959330421,15.697175426482,17.296306098601,38.203890113927,17.616319772784,,52.888734211613,43.611640565222,24.251582158353,38.035167896621,14.731372329353,58.56100950469,,11.615744085741,42.42259033782,,13.67,20.435344418439783,30.703426999426,38.150984650037,37.286449559984,,38.937687156431,,,15.274194022244,27.051963011139,21.655062347749,44.74848149524,42.199342425451,,41.668670505853,39.010426531128,21.27,25.779169356744,33.330430806402,104.52477114714,39.467265702101,6.792137355495,17.08,32.394217059332,12.76003494527,40.15799189862991,20.197886350456,22.808921846372,26.046294242768,,16.785720884975,,48.53,22.046155339936,14.020894814973,19.442671954776,26.351739325582,62.617276981518,34.101163338782
2007-01-10,,30.126222972427,25.113034253005,31.301978280119,26.582864333458,15.937518251474,1088.725177109,49.191424571845,67.956480072289,49.244280618183,49.572733867504,13.113279897172,126.3990844442,78.483268333089,37.613550190715,45.234578205468,12.28,10.162809023646,20.830475904252,47.368556889327,,,26.874034044392,24.387856319792,56.971432232181,27.567086838717,35.159162595408,31.34756277015,29.62,16.3175,36.561444398947,11.729570436601,14.497566254997,,19.777270320505,15.85986086314,,32.469320078679,,245.48779731290017,57.770783858754,17.290470975938,24.158890687756,21.378011630089,18.857869398784,15.725967017506,17.507779596589,39.000216668606,17.641687853099,,53.65845772527,43.826211982517,24.180384852934,38.216170209779,14.788177106973,59.17924890122,,11.756788640572,42.126815305585,,14.07,20.465162527999766,32.019417810812,38.165033990729,36.765810282907,,39.000659157223,,,15.341333336627,27.132735232122,21.534339535203,45.038560358566,42.226673605779,,41.788362205889,38.507401911563,21.92,25.459832799397,33.072972363848,106.0871743033,39.925920736408,6.7060398397212,17.095,31.723766327665,12.855942280014,39.89486379599869,20.413989070293,23.196452071917,26.249301430087,,16.654710380507,,47.73,22.124985454381,13.867541277935,19.32623255449,26.474115823998,64.734006324486,33.271267770803
2007-01-11,,30.005201723207,25.16501273904,31.337221640915,26.82778087232,15.676247460466,1087.3524499313,48.697687296186,68.873727804885,49.518220402035,49.723283759459,13.123349993853,128.79062564169,79.274569039587,37.97482673786,44.955064848894,12.69,10.211232175635,20.955497227777,46.877195976485,,,27.26914024834,24.90393482772,56.372382071088,27.532491038459,35.185651165922,31.491391917982,29.15,16.3325,37.555535644636,11.799845640742,14.743618699518,,19.825133995046,15.816704779159,,32.6757553562,,250.63368216647424,58.417593938805,17.29780988552,24.332228020045,21.378011630089,18.9959330421,15.77779188135,17.891770948199,39.544290712176,17.66343192194,,54.023481247211,44.648735748814,24.527471716852,38.553492702481,14.870228452423,59.926288172028,,11.784470282175,42.253576033686,,13.88,20.733525514039588,31.420415096664,38.087762616922,36.895970102176,,39.161587603692,,,15.509181622586,27.40870698715,21.42340505881,45.878262331353,42.521850353314,,41.884115565918,38.880333957103,22.55,25.595308914635,33.52526422239,107.17304449683,40.49159527872,7.0217307308921,16.775,32.81938093795,13.052116373809,39.62399663152537,20.491168613092,22.959188668522,26.631710317827,,16.769344571917,,48.54,22.214326250753,13.889448926083,19.618685001721,26.694393521147,65.66283979737,32.997779458628
2007-01-12,,30.642580302431,25.202140229065,31.172752623868,26.287708504572,16.091206952067,1083.9968946082,49.069889242452,69.283372423327,49.518220402035,49.355272912459,13.185784593271,132.224633515,79.728706836359,38.994558927384,45.071528747466,12.955,10.193073493639,21.075710038859,48.01005585887,,,27.548439461476,24.815823862952,57.817150106665,27.307618336784,35.362241636014,31.678369810165,29.0,16.2075,38.655194102256,11.972339323633,14.767052265663,,19.762911218142,16.075641283047,,32.556022895238,,253.28185682796263,58.753280182882,17.253776428026,24.261809728803,21.4051893718,19.767465166512,15.662625517253,17.596821069426,39.9844960747,17.594575703943,,54.15838124445,44.836485738948,24.687665654045,38.816768794346,14.743995613268,59.565648524052,,11.65528928803,43.22540828246,,14.23,20.67388929491963,31.12091373959,37.827849814113,37.494705270814,,39.392484939929,,,15.525966451182,27.375051895074,21.358149484461,46.084370997401,42.691303671344,,42.003807265954,38.810951250956,22.74,26.388811875315,33.184305744412,108.00893018538,40.682701543015,7.1556601998737,17.515,32.459626886812,13.052116373809,39.51564976573604,20.915656098485,22.982915008862,26.518403980719,,16.752968258858,,48.67,22.393007843496,14.146863791827,19.767619118366,26.523066423365,66.022999715427,33.723938080609
2007-01-16,,29.932588973676,25.075906762979,31.131635369607,26.444706285894,16.214157912541,1085.5221470278,48.955949871146,69.86221807982,49.64798135228,49.455639507095,13.197868709287,131.42745311584,81.68975641333,39.355835474529,45.242342465372,13.305,10.229390857631,21.133412188178,47.545992774519,,,27.643809924498,25.212323204409,57.165242578417,27.405639770847,35.538832106106,31.807816043214,28.83,16.4275,39.640488080283,11.946784703945,14.778769048736,,19.77248395305,15.572153636598,,33.137698418252,,252.92074210139603,58.728717774779,17.084981507633,24.494731769066,21.416060468485,19.799950729645,15.53018419854,17.591255977374,39.836112244636,17.576455646576,,53.912387131838,44.452045282961,24.652067001335,38.997771107503,14.560957996494,59.557061865767,,11.769970374669,45.363439229765,,13.92,20.783222363306223,31.520248882355,38.038589924498,36.939356708599,,39.119606269831,,,15.688219794275,27.388513931904,21.485397854441,46.122539268891,42.838892045112,,42.235211219356,38.57678461771,22.55,26.350104413819,32.982513992139,109.05574030001,40.713278545302,7.0504299028167,17.245,32.508684257422,13.01288155505,39.50791070389395,20.923374052765,22.840556966825,26.612825928309,,16.761156415388,,49.06,22.6767962555,14.059233199233,19.740540188067,26.441482091087,68.082861702912,33.639062397521
2007-01-17,,30.271448471491,24.674929870708,31.131635369607,26.419586640883,16.137313562245,1089.1827528349,48.993929661581,70.156093566962,49.669608177321,49.530914453072,13.218008902648,132.75353204906,81.552138899156,40.270680924559,45.071528747466,13.015,10.114385871658,20.917029128231,48.330805343641,,,27.75961691531,25.287846888497,57.878817035013,27.446001537815,35.874353999282,32.00917685018,29.19,16.6925,39.543718136012,11.985116633477,14.806108209238,,19.88735677195,15.719603590201,,33.244536779622,,249.40990448199852,59.023466672017,16.967558954316,24.624734768282,21.035572084527,19.929892982178,15.345918015985,17.530039964799,40.266425351823,17.612695761311,,53.944128307659,46.445771368661,24.50077272732,38.874360439441,14.725060687395,60.570287543414,,11.675061889175,45.819777850929,,13.68,20.733525514039588,32.173706388698,38.214206683153,37.121580455576,,39.399481828906,,,15.632270365623,27.462555134473,21.439718952397,46.175974848978,44.456897920492,,42.099560625982,38.420673528879,22.51,26.862978278649,33.045139018707,108.82919184236,40.912029060168,7.0217307308921,17.2,32.680385054556,12.916974220306,39.438259147315094,23.068965342573,23.038276469654,26.560893857135,,16.581016971744,,49.54,22.734605006094,14.23449438442,19.532032424764,26.098827895522,66.825461287239,33.969134498421
